batsman,bowler,wicket
RG Sharma,P Negi,1
M Vohra,SP Narine,1
RV Uthappa,Anureet Singh,1
MK Pandey,GJ Maxwell,1
G Gambhir,Gurkeerat Singh,1
SA Yadav,Gurkeerat Singh,1
YK Pathan,BE Hendricks,1
AD Russell,AR Patel,1
J Botha,BE Hendricks,1
S Dhawan,UT Yadav,1
KS Williamson,NM Coulter-Nile,1
DA Warner,PP Chawla,1
V Shankar,NM Coulter-Nile,1
CJ Jordan,NM Coulter-Nile,1
NV Ojha,TA Boult,1
CA Lynn,B Kumar,1
RV Uthappa,CJ Jordan,1
DA Warner,NM Coulter-Nile,1
EJG Morgan,J Yadav,1
JP Duminy,KV Sharma,1
CH Gayle,SL Malinga,1
LMP Simmons,S Aravind,1
RG Sharma,HV Patel,1
KA Pollard,S Aravind,1
HH Pandya,YS Chahal,1
Harbhajan Singh,MA Starc,1
J Suchith,YS Chahal,1
DR Smith,Ankit Sharma,1
BB McCullum,SR Watson,1
AM Rahane,MM Sharma,1
KK Nair,RA Jadeja,1
DJ Hooda,RA Jadeja,1
SV Samson,DJ Bravo,1
JP Faulkner,MM Sharma,1
Ankit Sharma,DJ Bravo,1
S Dhawan,GJ Maxwell,1
MC Henriques,Gurkeerat Singh,1
EJG Morgan,BE Hendricks,1
DA Warner,BE Hendricks,1
KL Rahul,BE Hendricks,1
M Vijay,Bipul Sharma,1
M Vohra,Bipul Sharma,1
GJ Maxwell,TA Boult,1
Gurkeerat Singh,MC Henriques,1
AR Patel,B Kumar,1
DR Smith,JA Morkel,1
SK Raina,J Yadav,1
F du Plessis,JA Morkel,1
DJ Bravo,GS Sandhu,1
Q de Kock,IC Pandey,1
Yuvraj Singh,P Negi,1
JA Morkel,P Negi,1
WP Saha,D Wiese,1
M Vohra,HV Patel,1
GJ Maxwell,HV Patel,1
GJ Bailey,YS Chahal,1
Gurkeerat Singh,MA Starc,1
V Kohli,Anureet Singh,1
AB de Villiers,AR Patel,1
Mandeep Singh,AR Patel,1
SN Khan,Anureet Singh,1
PA Patel,Shakib Al Hasan,1
LMP Simmons,M Morkel,1
G Gambhir,J Suchith,1
AD Russell,SL Malinga,1
SA Yadav,MJ McClenaghan,1
S Dhawan,D Wiese,1
MC Henriques,D Wiese,1
EJG Morgan,MA Starc,1
CH Gayle,MC Henriques,1
AB de Villiers,MC Henriques,1
Mandeep Singh,P Kumar,1
WP Saha,P Negi,1
DA Miller,P Negi,1
MEK Hussey,Sandeep Sharma,1
BB McCullum,BE Hendricks,1
F du Plessis,R Dhawan,1
AM Rahane,Azhar Mahmood,1
SPD Smith,AD Russell,1
SV Samson,AD Russell,1
JP Faulkner,AD Russell,1
MK Pandey,DS Kulkarni,1
AD Russell,CH Morris,1
SA Yadav,CH Morris,1
YK Pathan,SR Watson,1
Azhar Mahmood,JP Faulkner,1
Shakib Al Hasan,CH Morris,1
SP Narine,KV Sharma,1
RV Uthappa,JJ Bumrah,1
C de Grandhomme,KV Sharma,1
IR Jaggi,KV Sharma,1
PP Chawla,MG Johnson,1
NM Coulter-Nile,MG Johnson,1
SA Yadav,JJ Bumrah,1
AS Rajpoot,SL Malinga,1
LMP Simmons,PP Chawla,1
Yuvraj Singh,YS Chahal,1
JP Duminy,YS Chahal,1
EJG Morgan,MJ McClenaghan,1
MC Henriques,J Suchith,1
KL Rahul,Harbhajan Singh,1
A Ashish Reddy,KA Pollard,1
B Kumar,MJ McClenaghan,1
KV Sharma,SL Malinga,1
LMP Simmons,KV Sharma,1
PA Patel,DJ Bravo,1
HH Pandya,A Nehra,1
DR Smith,SL Malinga,1
MS Dhoni,Harbhajan Singh,1
F du Plessis,J Suchith,1
RA Jadeja,KA Pollard,1
P Negi,R Vinay Kumar,1
RA Jadeja,MJ McClenaghan,1
A Nehra,SL Malinga,1
Mandeep Singh,JP Faulkner,1
SV Samson,HV Patel,1
SPD Smith,D Wiese,1
KK Nair,HV Patel,1
JP Faulkner,S Aravind,1
STR Binny,S Aravind,1
CH Morris,MA Starc,1
DJ Hooda,D Wiese,1
DS Kulkarni,YS Chahal,1
CH Gayle,SK Raina,1
D Wiese,MM Sharma,1
HV Patel,DJ Bravo,1
SN Khan,DJ Bravo,1
F du Plessis,YS Chahal,1
MEK Hussey,D Wiese,1
MS Dhoni,MA Starc,1
LMP Simmons,DR Smith,1
HH Pandya,DJ Bravo,1
MEK Hussey,MJ McClenaghan,1
DJ Bravo,MJ McClenaghan,1
F du Plessis,R Vinay Kumar,1
P Negi,SL Malinga,1
R Ashwin,MJ McClenaghan,1
LMP Simmons,I Sharma,1
HH Pandya,MR Marsh,1
JC Buttler,MR Marsh,1
S Gopal,M Ashwin,1
MA Agarwal,AD Russell,1
KK Nair,JW Hastings,1
CR Brathwaite,PP Chawla,1
CH Morris,PP Chawla,1
SV Samson,GB Hogg,1
A Mishra,GB Hogg,1
Z Khan,JW Hastings,1
GJ Maxwell,DJ Bravo,1
DA Miller,DJ Bravo,1
MP Stoinis,DJ Bravo,1
SK Raina,MP Stoinis,1
AJ Finch,P Sahu,1
KD Karthik,MG Johnson,1
Ishan Kishan,MG Johnson,1
CH Gayle,B Kumar,1
AB de Villiers,Mustafizur Rahman,1
S Dhawan,Parvez Rasool,1
NV Ojha,YS Chahal,1
MC Henriques,AF Milne,1
DJ Hooda,YS Chahal,1
A Ashish Reddy,SR Watson,1
LMP Simmons,JD Unadkat,1
AT Rayudu,LH Ferguson,1
RG Sharma,A Zampa,1
KA Pollard,A Zampa,1
HH Pandya,DT Christian,1
KV Sharma,SN Thakur,1
KH Pandya,DT Christian,1
RA Tripathi,JJ Bumrah,1
MK Tiwary,MG Johnson,1
DT Christian,MG Johnson,1
RV Uthappa,MJ McClenaghan,1
AD Russell,MJ McClenaghan,1
G Gambhir,HH Pandya,1
YK Pathan,JJ Bumrah,1
PA Patel,GB Hogg,1
HH Pandya,PP Chawla,1
MJ McClenaghan,Kuldeep Yadav,1
JC Buttler,AD Russell,1
AM Rahane,PV Tambe,1
KP Pietersen,DJ Bravo,1
F du Plessis,PV Tambe,1
MR Marsh,RA Jadeja,1
AJ Finch,M Ashwin,1
BB McCullum,I Sharma,1
SK Raina,M Ashwin,1
M Vohra,P Negi,1
SE Marsh,A Mishra,1
DA Miller,A Mishra,1
WP Saha,CR Brathwaite,1
AR Patel,J Yadav,1
MM Sharma,Z Khan,1
MG Johnson,CH Morris,1
SV Samson,AR Patel,1
MC Henriques,UT Yadav,1
DJ Hooda,AD Russell,1
NV Ojha,M Morkel,1
A Ashish Reddy,AD Russell,1
AD Russell,Mustafizur Rahman,1
HH Pandya,DS Kulkarni,1
JC Buttler,SB Jakati,1
KA Pollard,PV Tambe,1
PA Patel,PV Tambe,1
TG Southee,DJ Bravo,1
BB McCullum,JJ Bumrah,1
SK Raina,MJ McClenaghan,1
DJ Bravo,JJ Bumrah,1
AD Nath,MJ McClenaghan,1
JP Faulkner,MJ McClenaghan,1
P Kumar,MJ McClenaghan,1
KP Pietersen,KJ Abbott,1
NLTC Perera,Sandeep Sharma,1
F du Plessis,MM Sharma,1
MS Dhoni,MM Sharma,1
IK Pathan,MM Sharma,1
M Vohra,Ankit Sharma,1
SE Marsh,M Ashwin,1
M Vijay,M Ashwin,1
DA Miller,M Ashwin,1
AB de Villiers,CR Brathwaite,1
SR Watson,Mohammed Shami,1
SN Khan,Mohammed Shami,1
V Kohli,Mohammed Shami,1
SS Iyer,S Aravind,1
SV Samson,SR Watson,1
Q de Kock,SR Watson,1
PA Patel,BB Sran,1
JC Buttler,BB Sran,1
AT Rayudu,BB Sran,1
S Dhawan,TG Southee,1
MC Henriques,TG Southee,1
EJG Morgan,TG Southee,1
DA Miller,YK Pathan,1
MM Sharma,M Morkel,1
SE Marsh,UT Yadav,1
RV Uthappa,P Sahu,1
G Gambhir,P Sahu,1
V Kohli,KH Pandya,1
TM Head,JJ Bumrah,1
SN Khan,JJ Bumrah,1
STR Binny,JJ Bumrah,1
PA Patel,KW Richardson,1
AT Rayudu,Iqbal Abdulla,1
RG Sharma,Iqbal Abdulla,1
JC Buttler,Iqbal Abdulla,1
RT Ponting,JH Kallis,1
DJ Hussey,AA Noffke,1
JH Kallis,AB Agarkar,1
W Jaffer,AB Dinda,1
MV Boucher,SC Ganguly,1
B Akhil,AB Agarkar,1
CL White,AB Agarkar,1
AA Noffke,SC Ganguly,1
Z Khan,SC Ganguly,1
SB Joshi,LR Shukla,1
AJ Finch,B Kumar,1
KD Karthik,DJ Hooda,1
AD Nath,B Kumar,1
DW Steyn,B Kumar,1
KL Rahul,NLTC Perera,1
V Kohli,NLTC Perera,1
AB de Villiers,NLTC Perera,1
F du Plessis,KW Richardson,1
KP Pietersen,KW Richardson,1
SPD Smith,HV Patel,1
AM Rahane,T Shamsi,1
R Ashwin,SR Watson,1
R Bhatia,KW Richardson,1
M Ashwin,KW Richardson,1
Q de Kock,MJ McClenaghan,1
SS Iyer,HH Pandya,1
JC Buttler,A Mishra,1
KA Pollard,Z Khan,1
Harbhajan Singh,CH Morris,1
M Vijay,B Kumar,1
M Vohra,Mustafizur Rahman,1
DA Miller,MC Henriques,1
GJ Maxwell,MC Henriques,1
SE Marsh,Mustafizur Rahman,1
NS Naik,Mustafizur Rahman,1
EJG Morgan,MM Sharma,1
MC Henriques,MM Sharma,1
SR Watson,DS Kulkarni,1
AB de Villiers,PV Tambe,1
DR Smith,KW Richardson,1
BB McCullum,T Shamsi,1
F du Plessis,Shakib Al Hasan,1
AM Rahane,R Sathish,1
NLTC Perera,R Sathish,1
G Gambhir,JA Morkel,1
Shakib Al Hasan,R Bhatia,1
YK Pathan,R Bhatia,1
SA Yadav,M Ashwin,1
AD Russell,NLTC Perera,1
AT Rayudu,AR Patel,1
PA Patel,MG Johnson,1
HH Pandya,MM Sharma,1
M Vijay,TG Southee,1
M Vohra,JJ Bumrah,1
SE Marsh,TG Southee,1
NS Naik,JJ Bumrah,1
AR Patel,MJ McClenaghan,1
MG Johnson,MJ McClenaghan,1
AP Tare,AB Dinda,1
DJ Hooda,R Ashwin,1
MC Henriques,MR Marsh,1
NV Ojha,AB Dinda,1
B Kumar,NLTC Perera,1
F du Plessis,MC Henriques,1
RA Jadeja,JP Duminy,1
SV Samson,DS Kulkarni,1
Q de Kock,DS Kulkarni,1
KK Nair,DS Kulkarni,1
RR Pant,JP Faulkner,1
JP Duminy,DJ Bravo,1
Shakib Al Hasan,HH Pandya,1
G Gambhir,MJ McClenaghan,1
SA Yadav,TG Southee,1
AD Russell,TG Southee,1
KH Pandya,SP Narine,1
JC Buttler,SP Narine,1
G Gambhir,KH Pandya,1
RV Uthappa,KH Pandya,1
YK Pathan,KH Pandya,1
SA Yadav,SL Malinga,1
CR Woakes,SL Malinga,1
SP Narine,MJ McClenaghan,1
PA Patel,Kuldeep Yadav,1
JC Buttler,AS Rajpoot,1
KH Pandya,AS Rajpoot,1
KA Pollard,CR Woakes,1
N Rana,AS Rajpoot,1
PA Patel,B Lee,1
ML Hayden,IK Pathan,1
MS Dhoni,JR Hopes,1
JR Hopes,P Amarnath,1
Yuvraj Singh,Joginder Sharma,1
BB McCullum,R Bhatia,1
DR Smith,NLTC Perera,1
DJ Bravo,AB Dinda,1
RA Jadeja,AB Dinda,1
Ishan Kishan,NLTC Perera,1
SW Billings,UT Yadav,1
CR Brathwaite,AD Russell,1
RR Pant,AD Russell,1
PP Chawla,Z Khan,1
YK Pathan,CR Brathwaite,1
SA Yadav,CR Brathwaite,1
R Sathish,CR Brathwaite,1
AD Russell,A Mishra,1
JO Holder,CH Morris,1
S Dhawan,KW Richardson,1
DA Warner,T Shamsi,1
KS Williamson,SR Watson,1
NV Ojha,KW Richardson,1
DJ Hooda,SR Watson,1
V Kohli,Mustafizur Rahman,1
KL Rahul,MC Henriques,1
AB de Villiers,BB Sran,1
Sachin Baby,A Nehra,1
Parvez Rasool,B Kumar,1
MP Stoinis,RA Jadeja,1
SE Marsh,S Kaushik,1
GJ Maxwell,S Kaushik,1
Gurkeerat Singh,RA Jadeja,1
M Vijay,S Kaushik,1
MM Sharma,P Kumar,1
KC Cariappa,P Kumar,1
SK Raina,MM Sharma,1
KD Karthik,AR Patel,1
DJ Bravo,AR Patel,1
RA Jadeja,AR Patel,1
Ishan Kishan,MP Stoinis,1
AM Rahane,MJ McClenaghan,1
SPD Smith,JJ Bumrah,1
PSP Handscomb,Harbhajan Singh,1
SS Tiwary,JJ Bumrah,1
Sachin Baby,AD Russell,1
SR Watson,UT Yadav,1
RV Uthappa,STR Binny,1
CA Lynn,YS Chahal,1
MK Pandey,SR Watson,1
AD Russell,YS Chahal,1
AJ Finch,S Nadeem,1
JP Faulkner,CH Morris,1
RA Jadeja,Mohammed Shami,1
RR Pant,RA Jadeja,1
Q de Kock,S Kaushik,1
AD Russell,Sandeep Sharma,1
MP Stoinis,AD Russell,1
M Vohra,AD Russell,1
DA Miller,AD Russell,1
Swapnil Singh,AD Russell,1
RR Pant,AB Dinda,1
SV Samson,SM Boland,1
KK Nair,R Bhatia,1
SW Billings,R Bhatia,1
CR Brathwaite,SM Boland,1
JP Duminy,SM Boland,1
UT Khawaja,A Mishra,1
SS Tiwary,Imran Tahir,1
MS Dhoni,Imran Tahir,1
KD Karthik,Mustafizur Rahman,1
BB McCullum,MC Henriques,1
KS Williamson,P Kumar,1
MC Henriques,DJ Bravo,1
Yuvraj Singh,DS Kulkarni,1
T Kohli,GD McGrath,1
YK Pathan,B Geeves,1
SR Watson,R Bhatia,1
DS Lehmann,MF Maharoof,1
M Kaif,R Bhatia,1
M Rawat,R Bhatia,1
RA Jadeja,DL Vettori,1
AM Rahane,CJ Jordan,1
SS Tiwary,YS Chahal,1
NLTC Perera,CJ Jordan,1
AM Rahane,SR Watson,1
GJ Bailey,SR Watson,1
KL Rahul,A Zampa,1
AB de Villiers,A Zampa,1
M Vijay,CH Morris,1
HM Amla,S Nadeem,1
MP Stoinis,Z Khan,1
GJ Maxwell,CH Morris,1
Q de Kock,MP Stoinis,1
SV Samson,MP Stoinis,1
KK Nair,KC Cariappa,1
SW Billings,MP Stoinis,1
CR Brathwaite,Sandeep Sharma,1
KS Williamson,Harbhajan Singh,1
Yuvraj Singh,MJ McClenaghan,1
KH Pandya,BB Sran,1
KA Pollard,MC Henriques,1
TG Southee,Mustafizur Rahman,1
MJ McClenaghan,Mustafizur Rahman,1
JJ Bumrah,BB Sran,1
SA Yadav,DR Smith,1
KD Karthik,GB Hogg,1
KL Rahul,KC Cariappa,1
V Kohli,KC Cariappa,1
TM Head,Sandeep Sharma,1
Sachin Baby,Sandeep Sharma,1
HM Amla,SR Watson,1
DA Warner,RP Singh,1
S Dhawan,R Ashwin,1
Yuvraj Singh,A Zampa,1
KS Williamson,A Zampa,1
MC Henriques,A Zampa,1
DJ Hooda,A Zampa,1
NV Ojha,A Zampa,1
B Kumar,A Zampa,1
UT Khawaja,A Nehra,1
R Ashwin,BB Sran,1
SS Tiwary,A Nehra,1
A Zampa,A Nehra,1
PA Patel,S Aravind,1
RG Sharma,VR Aaron,1
N Rana,YS Chahal,1
AT Rayudu,VR Aaron,1
DA Warner,J Yadav,1
MC Henriques,Mohammed Shami,1
DJ Hooda,NM Coulter-Nile,1
NV Ojha,CH Morris,1
NV Ojha,NM Coulter-Nile,1
Q de Kock,MC Henriques,1
RG Sharma,AR Patel,1
N Rana,MP Stoinis,1
JC Buttler,MP Stoinis,1
KH Pandya,MP Stoinis,1
KA Pollard,MP Stoinis,1
TG Southee,MM Sharma,1
MJ McClenaghan,Sandeep Sharma,1
HM Amla,TG Southee,1
WP Saha,MJ McClenaghan,1
GJ Maxwell,MJ McClenaghan,1
V Kohli,P Kumar,1
RA Jadeja,CJ Jordan,1
DJ Bravo,YS Chahal,1
AD Nath,YS Chahal,1
AJ Finch,Sachin Baby,1
S Kaushik,Sachin Baby,1
L Ronchi,Z Khan,1
DJ Thornely,Z Khan,1
ST Jayasuriya,Z Khan,1
PR Shah,B Akhil,1
RV Uthappa,B Akhil,1
AM Nayar,P Kumar,1
SM Pollock,Z Khan,1
S Chanderpaul,DS Kulkarni,1
LRPL Taylor,ST Jayasuriya,1
AM Rahane,AD Russell,1
UT Khawaja,Shakib Al Hasan,1
SS Tiwary,AS Rajpoot,1
MS Dhoni,SP Narine,1
NLTC Perera,PP Chawla,1
M Vijay,Mustafizur Rahman,1
Gurkeerat Singh,B Kumar,1
DA Warner,Anureet Singh,1
DJ Hooda,Sandeep Sharma,1
MJ Guptill,Z Khan,1
KH Pandya,CH Morris,1
KA Pollard,CH Morris,1
MA Agarwal,R Vinay Kumar,1
JP Duminy,JJ Bumrah,1
A Mishra,JJ Bumrah,1
CH Morris,R Vinay Kumar,1
Imran Tahir,MJ McClenaghan,1
Z Khan,KH Pandya,1
G Gambhir,Iqbal Abdulla,1
MK Pandey,S Aravind,1
SA Yadav,S Aravind,1
SS Iyer,AB Dinda,1
KK Nair,A Zampa,1
JP Duminy,AB Dinda,1
UT Khawaja,CH Morris,1
AB de Villiers,KJ Abbott,1
HM Amla,S Aravind,1
DA Miller,SR Watson,1
AR Patel,SR Watson,1
F Behardien,YS Chahal,1
KJ Abbott,YS Chahal,1
Gurkeerat Singh,YS Chahal,1
MM Sharma,Sachin Baby,1
MK Pandey,DR Smith,1
RV Uthappa,DR Smith,1
PP Chawla,DR Smith,1
SA Yadav,SB Jakati,1
YK Pathan,DS Kulkarni,1
JO Holder,DJ Bravo,1
DR Smith,AS Rajpoot,1
SK Raina,SP Narine,1
S Dhawan,CR Brathwaite,1
Yuvraj Singh,CR Brathwaite,1
MC Henriques,JP Duminy,1
DA Warner,CR Brathwaite,1
EJG Morgan,NM Coulter-Nile,1
B Kumar,NM Coulter-Nile,1
Q de Kock,BB Sran,1
KK Nair,KV Sharma,1
JP Duminy,BB Sran,1
CR Brathwaite,Mustafizur Rahman,1
HM Amla,R Ashwin,1
WP Saha,A Zampa,1
DA Miller,R Ashwin,1
F Behardien,AB Dinda,1
AR Patel,NLTC Perera,1
GJ Bailey,AR Patel,1
SS Tiwary,Gurkeerat Singh,1
UT Khawaja,Gurkeerat Singh,1
NLTC Perera,MM Sharma,1
MJ Guptill,DR Smith,1
KH Pandya,DR Smith,1
JC Buttler,DJ Bravo,1
N Rana,DJ Bravo,1
KA Pollard,DS Kulkarni,1
HH Pandya,P Kumar,1
AJ Finch,R Vinay Kumar,1
AC Gilchrist,M Kartik,1
SB Styris,Mohammad Hafeez,1
AS Yadav,DJ Hussey,1
WPUJC Vaas,AB Agarkar,1
SB Bangar,M Kartik,1
RP Singh,M Kartik,1
RT Ponting,WPUJC Vaas,1
WP Saha,WPUJC Vaas,1
Mohammad Hafeez,PP Ojha,1
C Munro,DJ Hooda,1
G Gambhir,DJ Hooda,1
JO Holder,Mustafizur Rahman,1
S Dhawan,Kuldeep Yadav,1
Yuvraj Singh,Shakib Al Hasan,1
DJ Hooda,Kuldeep Yadav,1
KS Williamson,Kuldeep Yadav,1
MC Henriques,SP Narine,1
B Kumar,AS Rajpoot,1
RR Pant,S Aravind,1
KK Nair,YS Chahal,1
SW Billings,CJ Jordan,1
P Negi,CH Gayle,1
CR Brathwaite,CH Gayle,1
CH Morris,SR Watson,1
AB de Villiers,Z Khan,1
KL Rahul,CR Brathwaite,1
BB McCullum,Iqbal Abdulla,1
AJ Finch,Iqbal Abdulla,1
ER Dwivedi,SR Watson,1
Sachin Baby,DS Kulkarni,1
MC Henriques,Kuldeep Yadav,1
BCJ Cutting,Kuldeep Yadav,1
NV Ojha,JO Holder,1
B Kumar,M Morkel,1
G Gambhir,BCJ Cutting,1
SA Yadav,MC Henriques,1
R Sathish,B Kumar,1
JO Holder,B Kumar,1
ER Dwivedi,B Kumar,1
SK Raina,TA Boult,1
KD Karthik,Bipul Sharma,1
DR Smith,BCJ Cutting,1
AJ Finch,BCJ Cutting,1
DJ Bravo,B Kumar,1
MC Henriques,DR Smith,1
Yuvraj Singh,S Kaushik,1
BCJ Cutting,S Kaushik,1
NV Ojha,DJ Bravo,1
S Dhawan,YS Chahal,1
MC Henriques,CJ Jordan,1
DA Warner,S Aravind,1
DJ Hooda,S Aravind,1
Yuvraj Singh,CJ Jordan,1
BCJ Cutting,SR Watson,1
Bipul Sharma,CJ Jordan,1
CH Gayle,BCJ Cutting,1
V Kohli,BB Sran,1
AB de Villiers,Bipul Sharma,1
KL Rahul,BCJ Cutting,1
STR Binny,Mustafizur Rahman,1
Sachin Baby,B Kumar,1
K Goel,MM Patel,1
KC Sangakkara,SK Warne,1
DPMD Jayawardene,D Salunkhe,1
JR Hopes,SK Warne,1
Yuvraj Singh,SK Warne,1
IK Pathan,SK Trivedi,1
B Lee,SK Trivedi,1
S Sohal,MM Patel,1
YK Pathan,B Lee,1
Kamran Akmal,JR Hopes,1
DS Lehmann,IK Pathan,1
AC Gilchrist,Mohammad Asif,1
VVS Laxman,Mohammad Asif,1
Y Venugopal Rao,MF Maharoof,1
A Symonds,MF Maharoof,1
Shahid Afridi,R Bhatia,1
SB Bangar,R Bhatia,1
AS Yadav,VY Mahesh,1
MEK Hussey,DS Kulkarni,1
SK Raina,MA Khote,1
MS Dhoni,MA Khote,1
ST Jayasuriya,JDP Oram,1
ST Jayasuriya,MS Gony,1
RV Uthappa,Joginder Sharma,1
SM Pollock,P Amarnath,1
MA Khote,M Muralitharan,1
Harbhajan Singh,M Muralitharan,1
Shahid Afridi,YK Pathan,1
VVS Laxman,SK Warne,1
AS Yadav,SR Watson,1
Kamran Akmal,WPUJC Vaas,1
YK Pathan,D Kalyankrishna,1
SR Watson,Shahid Afridi,1
M Kaif,Shahid Afridi,1
GC Smith,Shahid Afridi,1
RA Jadeja,RP Singh,1
SK Warne,RP Singh,1
IK Pathan,A Nehra,1
Yuvraj Singh,SM Pollock,1
RR Sarwan,A Nehra,1
S Sohal,DS Kulkarni,1
PP Chawla,Harbhajan Singh,1
S Sreesanth,DS Kulkarni,1
B Lee,DS Kulkarni,1
RV Uthappa,B Lee,1
RV Uthappa,VRV Singh,1
Harbhajan Singh,IK Pathan,1
SM Pollock,S Sreesanth,1
MA Khote,S Sreesanth,1
R Dravid,SR Watson,1
S Chanderpaul,SR Watson,1
LRPL Taylor,MM Patel,1
V Kohli,MM Patel,1
MV Boucher,SK Warne,1
SB Joshi,SK Warne,1
P Kumar,SR Watson,1
M Rawat,P Kumar,1
YK Pathan,Z Khan,1
GC Smith,SB Joshi,1
Vishnu Vinod,Sandeep Sharma,1
KM Jadhav,VR Aaron,1
M Vohra,TS Mills,1
AR Patel,YS Chahal,1
BB McCullum,JDP Oram,1
RT Ponting,JDP Oram,1
WP Saha,MS Gony,1
DJ Hussey,P Amarnath,1
SC Ganguly,Joginder Sharma,1
Mohammad Hafeez,P Amarnath,1
AB Agarkar,MS Gony,1
M Kartik,JDP Oram,1
LR Shukla,Joginder Sharma,1
PA Patel,AB Agarkar,1
L Ronchi,RP Singh,1
AM Rahane,SB Bangar,1
RV Uthappa,Shahid Afridi,1
ST Jayasuriya,Shahid Afridi,1
SM Pollock,SB Bangar,1
AM Nayar,DNT Zoysa,1
S Dhawan,B Lee,1
G Gambhir,VRV Singh,1
Shoaib Malik,VRV Singh,1
R Bhatia,IK Pathan,1
MK Tiwary,VRV Singh,1
MF Maharoof,IK Pathan,1
K Goel,GD McGrath,1
KC Sangakkara,Mohammad Asif,1
DPMD Jayawardene,Shoaib Malik,1
SM Katich,R Bhatia,1
TM Srivastava,VY Mahesh,1
IK Pathan,Mohammad Asif,1
ML Hayden,Z Khan,1
B Chipli,MS Gony,1
W Jaffer,P Amarnath,1
JH Kallis,Joginder Sharma,1
LRPL Taylor,P Amarnath,1
MV Boucher,MS Gony,1
Z Khan,JDP Oram,1
DW Steyn,Joginder Sharma,1
BB McCullum,SM Pollock,1
DB Das,DJ Bravo,1
DJ Hussey,ST Jayasuriya,1
AB Agarkar,ST Jayasuriya,1
M Kartik,CRD Fernando,1
AM Rahane,AB Agarkar,1
ST Jayasuriya,I Sharma,1
Shoaib Malik,DW Steyn,1
KD Karthik,JH Kallis,1
LRPL Taylor,GD McGrath,1
W Jaffer,GD McGrath,1
R Dravid,GD McGrath,1
VVS Laxman,PP Chawla,1
Shahid Afridi,Gagandeep Singh,1
SB Bangar,PP Chawla,1
DNT Zoysa,S Sreesanth,1
D Kalyankrishna,IK Pathan,1
SE Marsh,SB Bangar,1
KC Sangakkara,D Kalyankrishna,1
Yuvraj Singh,DNT Zoysa,1
GC Smith,I Sharma,1
M Kaif,AB Agarkar,1
SA Asnodkar,Umar Gul,1
SR Watson,Umar Gul,1
RA Jadeja,LR Shukla,1
YK Pathan,Umar Gul,1
SK Warne,Umar Gul,1
Salman Butt,Sohail Tanvir,1
AB Agarkar,SR Watson,1
SC Ganguly,SK Warne,1
LR Shukla,YK Pathan,1
WP Saha,SK Trivedi,1
AB Dinda,SR Watson,1
SP Fleming,VY Mahesh,1
PA Patel,V Sehwag,1
S Vidyut,GD McGrath,1
MS Dhoni,Mohammad Asif,1
JA Morkel,PJ Sangwan,1
JA Morkel,R Bhatia,1
V Sehwag,Joginder Sharma,1
HH Gibbs,A Kumble,1
AC Gilchrist,R Vinay Kumar,1
LPC Silva,V Kohli,1
DB Ravi Teja,V Kohli,1
Y Venugopal Rao,R Vinay Kumar,1
AS Yadav,R Vinay Kumar,1
JH Kallis,WPUJC Vaas,1
JH Kallis,SB Bangar,1
Misbah-ul-Haq,DB Ravi Teja,1
R Dravid,SB Bangar,1
V Kohli,WPUJC Vaas,1
AP Tare,DL Chahar,1
SW Billings,Imran Tahir,1
RR Pant,BA Stokes,1
MA Agarwal,Z Khan,1
RA Tripathi,CH Morris,1
F du Plessis,S Nadeem,1
BA Stokes,PJ Cummins,1
MS Dhoni,A Mishra,1
R Bhatia,A Mishra,1
DL Chahar,Z Khan,1
A Zampa,A Mishra,1
AB Dinda,PJ Cummins,1
JR Hopes,AB Dinda,1
Yuvraj Singh,Mohammad Hafeez,1
SE Marsh,DJ Hussey,1
DPMD Jayawardene,Umar Gul,1
K Goel,DJ Hussey,1
SC Ganguly,S Sreesanth,1
Mohammad Hafeez,IK Pathan,1
BJ Hodge,IK Pathan,1
DJ Hussey,Gagandeep Singh,1
YV Takawale,VY Mahesh,1
ST Jayasuriya,VY Mahesh,1
DJ Thornely,R Bhatia,1
AM Nayar,V Sehwag,1
DJ Bravo,Shoaib Malik,1
SS Tiwary,Mohammad Asif,1
SM Pollock,VY Mahesh,1
G Gambhir,A Nehra,1
S Dhawan,SM Pollock,1
V Sehwag,DJ Thornely,1
Shoaib Malik,SM Pollock,1
PJ Sangwan,A Nehra,1
R Bhatia,A Nehra,1
Mohammad Asif,DS Kulkarni,1
GD McGrath,DS Kulkarni,1
PA Patel,Sohail Tanvir,1
SP Fleming,Sohail Tanvir,1
S Vidyut,Sohail Tanvir,1
S Badrinath,SR Watson,1
MS Dhoni,SK Warne,1
Joginder Sharma,MM Patel,1
M Muralitharan,Sohail Tanvir,1
M Ntini,Sohail Tanvir,1
SA Asnodkar,S Vidyut,1
YK Pathan,M Muralitharan,1
W Jaffer,S Sreesanth,1
CL White,S Sreesanth,1
Misbah-ul-Haq,PP Chawla,1
P Kumar,PP Chawla,1
Z Khan,PP Chawla,1
DW Steyn,IK Pathan,1
JR Hopes,Z Khan,1
RR Sarwan,P Kumar,1
Yuvraj Singh,P Kumar,1
PA Patel,DP Vijaykumar,1
S Anirudha,RP Singh,1
SP Fleming,SB Styris,1
S Badrinath,Shahid Afridi,1
SK Raina,SB Bangar,1
Joginder Sharma,RP Singh,1
HH Gibbs,MS Gony,1
RG Sharma,M Muralitharan,1
GC Smith,SM Pollock,1
YK Pathan,A Nehra,1
M Kaif,RR Raje,1
